id;text;aspect;polarity;start_position;end_position
5732;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5733;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5734;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5735;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5736;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;ência;1;100;105
5737;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5738;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5739;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5740;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5741;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5742;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5743;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5744;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5745;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5746;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;ência;1;100;105
5747;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5748;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5749;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5750;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5751;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5752;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5753;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5754;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5755;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5756;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;ência;1;100;105
5757;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5758;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5759;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5760;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5761;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5762;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5763;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5764;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5765;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5766;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5767;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5768;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5769;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5770;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5771;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5772;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5773;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5774;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5775;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5776;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5777;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5778;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5779;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5780;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5781;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5782;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5783;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5784;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5785;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5786;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5787;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5788;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5789;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5790;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5791;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5792;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5793;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5794;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5795;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5796;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5797;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5798;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5799;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5800;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5801;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5802;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5803;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5804;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5805;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5806;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5807;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5808;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5809;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5810;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5811;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5812;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5813;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5814;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5815;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5816;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5817;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5818;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5819;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5820;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5821;"A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante 
A estadia no hotel foi mediana. O quarto era espaçoso, mas a limpeza deixou um pouco a desejar. A equipe de recepção foi educada, mas não muito prestativa.""";limpeza;-1;12;19
5822;Fiquei um tanto desapontado com a experiência no hotel. O serviço de quarto demorava muito e a comida estava sempre fria. Além disso, o Wi-Fi era instável.;serviço de quarto;-1;58;75
5823;Fiquei um tanto desapontado com a experiência no hotel. O serviço de quarto demorava muito e a comida estava sempre fria. Além disso, o Wi-Fi era instável.;Wi-Fi;-1;136;141
5824;A localização do hotel era conveniente, mas o barulho da rua incomodava durante a noite. Os funcionários eram amigáveis, mas pareciam sobrecarregados.;localização;0;2;13
5825;A localização do hotel era conveniente, mas o barulho da rua incomodava durante a noite. Os funcionários eram amigáveis, mas pareciam sobrecarregados.;barulho;-1;46;53
5826;O hotel tinha uma boa infraestrutura, mas a falta de manutenção era evidente. O banheiro do quarto estava com vazamentos e a pintura das paredes descascando.;manutenção;-1;53;63
5827;O hotel tinha uma boa infraestrutura, mas a falta de manutenção era evidente. O banheiro do quarto estava com vazamentos e a pintura das paredes descascando.;infraestrutura;-1;22;36
5828;A estadia foi razoável, mas esperava mais pelo preço que paguei. Os lençóis estavam limpos, mas o colchão era desconfortável. A equipe tentou ser atenciosa, mas parecia desorganizada.;confort;-1;113;120
5829;A estadia foi razoável, mas esperava mais pelo preço que paguei. Os lençóis estavam limpos, mas o colchão era desconfortável. A equipe tentou ser atenciosa, mas parecia desorganizada.;preço;-1;47;52
5830;A estadia foi razoável, mas esperava mais pelo preço que paguei. Os lençóis estavam limpos, mas o colchão era desconfortável. A equipe tentou ser atenciosa, mas parecia desorganizada.;ento;-1;136;140
5831;Não recomendaria este hotel a ninguém. A qualidade do serviço deixou muito a desejar. Os quartos eram mal iluminados e o ar condicionado não funcionava adequadamente. Além disso, o café da manhã era limitado e de baixa qualidade.;serviço; -1;54;61
5832;Não recomendaria este hotel a ninguém. A qualidade do serviço deixou muito a desejar. Os quartos eram mal iluminados e o ar condicionado não funcionava adequadamente. Além disso, o café da manhã era limitado e de baixa qualidade.;quartos;-1;89;96
5833;Não recomendaria este hotel a ninguém. A qualidade do serviço deixou muito a desejar. Os quartos eram mal iluminados e o ar condicionado não funcionava adequadamente. Além disso, o café da manhã era limitado e de baixa qualidade.;ilumina;-1;106;113
5834;A experiência no hotel foi abaixo das expectativas. O atendimento na recepção foi lento e pouco amigável. O restaurante do hotel tinha poucas opções no cardápio e os preços eram altos.;atendimento;-1;54;65
5835;A experiência no hotel foi abaixo das expectativas. O atendimento na recepção foi lento e pouco amigável. O restaurante do hotel tinha poucas opções no cardápio e os preços eram altos.;restaurante;-1;108;119
5836;A experiência no hotel foi abaixo das expectativas. O atendimento na recepção foi lento e pouco amigável. O restaurante do hotel tinha poucas opções no cardápio e os preços eram altos.;preço;-1;166;171
5837;Embora a localização fosse conveniente, o hotel estava em condições precárias. O elevador estava constantemente quebrado e os corredores cheiravam a mofo. A equipe parecia desinteressada em resolver os problemas dos hóspedes.;localização;-1;9;20
5838;Embora a localização fosse conveniente, o hotel estava em condições precárias. O elevador estava constantemente quebrado e os corredores cheiravam a mofo. A equipe parecia desinteressada em resolver os problemas dos hóspedes.;elevador;-1;81;89
5839;A limpeza do quarto deixou a desejar. Havia poeira acumulada nos cantos e teias de aranha no teto. Além disso, o cheiro de mofo no banheiro era desagradável.;limpeza;-1;2;9
5840;A limpeza do quarto deixou a desejar. Havia poeira acumulada nos cantos e teias de aranha no teto. Além disso, o cheiro de mofo no banheiro era desagradável.;banheiro;-1;131;139
5841;Fiquei decepcionado com a falta de cuidado com os detalhes no hotel. As toalhas estavam desgastadas e manchadas, e os travesseiros eram desconfortáveis. O serviço de quarto era caro e a qualidade da comida era mediana.;serviço de quarto;-1;155;172
5842;Nossa estadia no Hotel Sunshine Paradise foi absolutamente incrível! Desde o momento em que entramos, fomos recebidos com sorrisos calorosos e um serviço excepcional. Os quartos eram espaçosos e impecavelmente limpos. A equipe fez de tudo para garantir que nos sentíssemos em casa. A localização também é perfeita, perto de todas as principais atrações. Definitivamente voltarei!;quartos;1;170;177
5843;Que decepção! O Restaurante Sabor & Arte foi uma verdadeira decepção. O serviço foi lento e desorganizado, e a comida estava longe de ser saborosa. Além disso, o ambiente estava sujo e pouco convidativo. Definitivamente não recomendaria este lugar a ninguém. Uma experiência extremamente desapontadora.;serviço;-1;72;79
5844;Que decepção! O Restaurante Sabor & Arte foi uma verdadeira decepção. O serviço foi lento e desorganizado, e a comida estava longe de ser saborosa. Além disso, o ambiente estava sujo e pouco convidativo. Definitivamente não recomendaria este lugar a ninguém. Uma experiência extremamente desapontadora.;comida;-1;111;117
5845;A Praia do Sol é um lugar agradável para passar o dia. A areia é macia e a água é cristalina. No entanto, estava muito lotada quando visitamos, o que tirou um pouco da experiência relaxante. Ainda assim, é uma opção decente se você estiver procurando um lugar para se bronzear e nadar.;lotada;-1;119;125
5846;A Praia do Sol é um lugar agradável para passar o dia. A areia é macia e a água é cristalina. No entanto, estava muito lotada quando visitamos, o que tirou um pouco da experiência relaxante. Ainda assim, é uma opção decente se você estiver procurando um lugar para se bronzear e nadar.;água;0;75;79
5847;Que lugar fascinante! O Museu Histórico da Cidade é uma verdadeira jóia. A quantidade de artefatos e informações históricas é impressionante. A equipe também é muito experiente e prestativa. Aprendemos muito durante nossa visita e definitivamente recomendaríamos a todos os amantes da história.;artefatos;1;89;98
5848;Minha estadia no Hotel Estrela do Mar foi uma verdadeira decepção. O quarto estava sujo e mal conservado, e o serviço deixou muito a desejar. Além disso, o barulho dos hóspedes nos corredores durante a noite era insuportável. Não consegui ter uma noite de sono decente durante toda a estadia. Definitivamente não voltarei e não recomendo este hotel a ninguém.;quarto;-1;69;75
5849;Minha estadia no Hotel Estrela do Mar foi uma verdadeira decepção. O quarto estava sujo e mal conservado, e o serviço deixou muito a desejar. Além disso, o barulho dos hóspedes nos corredores durante a noite era insuportável. Não consegui ter uma noite de sono decente durante toda a estadia. Definitivamente não voltarei e não recomendo este hotel a ninguém.;serviço;-1;110;117
5850;Minha estadia no Hotel Estrela do Mar foi uma verdadeira decepção. O quarto estava sujo e mal conservado, e o serviço deixou muito a desejar. Além disso, o barulho dos hóspedes nos corredores durante a noite era insuportável. Não consegui ter uma noite de sono decente durante toda a estadia. Definitivamente não voltarei e não recomendo este hotel a ninguém.;barulho;-1;156;163
5851;O restaurante ao lado do hotel tinha uma comida deliciosa e um ambiente encantador. Sem dúvida, uma excelente opção para jantar!;comida;1;41;47
5852;O restaurante ao lado do hotel tinha uma comida deliciosa e um ambiente encantador. Sem dúvida, uma excelente opção para jantar!;ambiente;1;63;71
5853;A trilha para chegar à cachoeira foi incrível! A natureza ao redor é deslumbrante e a cachoeira em si é simplesmente magnífica. Definitivamente vale a pena visitar!;trilha;1;2;8
5854;A trilha para chegar à cachoeira foi incrível! A natureza ao redor é deslumbrante e a cachoeira em si é simplesmente magnífica. Definitivamente vale a pena visitar!;cachoeira;1;23;32
5855;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
5856;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
5857;O quarto do hotel tinha uma vista deslumbrante para o mar. Passamos horas apenas admirando a paisagem!;vista;1;28;33
5858;O quarto do hotel tinha uma vista deslumbrante para o mar. Passamos horas apenas admirando a paisagem!;mar;1;54;57
5859;O café da manhã oferecido pelo hotel era variado e delicioso. Uma ótima maneira de começar o dia!;café;1;2;6
5860;O serviço de limpeza do hotel deixou um pouco a desejar. O banheiro não estava tão limpo quanto esperávamos.;limpeza;-1;13;20
5861;O serviço de limpeza do hotel deixou um pouco a desejar. O banheiro não estava tão limpo quanto esperávamos.;banheiro;-1;59;67
5862;O quarto do hotel era espaçoso e confortável. Tivemos uma ótima noite de sono!;quarto;1;2;8
5863;O hotel oferece uma piscina aquecida, perfeita para relaxar após um longo dia de passeio pela cidade.;piscina;1;20;27
5864;O hotel oferece uma piscina aquecida, perfeita para relaxar após um longo dia de passeio pela cidade.;relaxar;1;52;59
5865;A comida servida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
5866;A comida servida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;93;106
5867;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
5868;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
5869;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
5870;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
5871;O serviço de Wi-Fi do hotel deixou a desejar. A conexão estava lenta e instável na maior parte do tempo.;Wi-Fi;-1;13;18
5872;O serviço de Wi-Fi do hotel deixou a desejar. A conexão estava lenta e instável na maior parte do tempo.;conexão;-1;48;55
5873;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
5874;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
5875;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
5876;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
5877;O hotel estava lotado durante o feriado, o que resultou em longas filas para o café da manhã e para usar as áreas comuns.;lotado;-1;15;21
5878;O hotel estava lotado durante o feriado, o que resultou em longas filas para o café da manhã e para usar as áreas comuns.;feriado;-1;32;39
5879;A comida no restaurante do hotel estava fria e sem sabor. Definitivamente não correspondeu às nossas expectativas.;comida;-1;2;8
5880;A comida no restaurante do hotel estava fria e sem sabor. Definitivamente não correspondeu às nossas expectativas.;sabor;-1;51;56
5881;O hotel não oferece opções vegetarianas adequadas no menu do restaurante. Isso foi decepcionante para mim, como vegetariano.;vegetariano;-1;112;123
5882;O hotel não oferece opções vegetarianas adequadas no menu do restaurante. Isso foi decepcionante para mim, como vegetariano.;menu;-1;53;57
5883;A piscina do hotel estava suja e mal cuidada. Não nos sentimos confortáveis em usá-la durante nossa estadia.;piscina;-1;2;9
5884;A comida servida no café da manhã estava fria e sem graça. Esperávamos uma variedade melhor de opções.;café da manhã;-1;20;33
5885;A comida servida no café da manhã estava fria e sem graça. Esperávamos uma variedade melhor de opções.;variedade;-1;75;84
5886;A internet do hotel estava fora do ar durante toda a nossa estadia. Isso causou inconvenientes significativos para nós.;internet;-1;2;10
5887;A internet do hotel estava fora do ar durante toda a nossa estadia. Isso causou inconvenientes significativos para nós.;inconvenientes;-1;80;94
5888;O serviço de quarto do hotel era lento e pouco eficiente. Tivemos que esperar muito tempo para receber nossos pedidos.;serviço de quarto;-1;2;19
5889;O hotel não oferece estacionamento próprio, o que dificultou a nossa vida, pois tivemos que procurar estacionamento na rua.;estacionamento;-1;20;34
5890;O ar condicionado do quarto estava quebrado durante toda a nossa estadia. Passamos noites desconfortáveis devido ao calor.;ar condicionado;-1;2;17
5891;O hotel não oferece opções de lazer para crianças. Ficamos entediados durante nossa estadia.;lazer;-1;30;35
5892;O hotel não oferece opções de lazer para crianças. Ficamos entediados durante nossa estadia.;crianças;-1;41;49
5893;O serviço de café da manhã do hotel era limitado e pouco variado. Esperávamos mais opções.;café da manhã;-1;13;26
5894;O hotel não oferece serviço de quarto, o que foi frustrante para nós que gostamos de pedir refeições no quarto.;serviço de quarto;-1;20;37
5895;O hotel não oferece opções de entretenimento noturno para os hóspedes. Tivemos que procurar diversão em outros lugares.;entretenimento;-1;30;44
5896;O hotel não oferece opções de entretenimento noturno para os hóspedes. Tivemos que procurar diversão em outros lugares.;diversão;-1;92;100
5897;O hotel não oferece café da manhã incluso na diária. Isso foi decepcionante, pois esperávamos uma experiência mais completa.;café da manhã;-1;20;33
5898;O hotel não oferece café da manhã incluso na diária. Isso foi decepcionante, pois esperávamos uma experiência mais completa.;experiência;-1;98;109
5899;O serviço de check-in do hotel foi demorado e pouco organizado. Perdemos muito tempo esperando para ser atendidos.;check-in;-1;13;21
5900;A comida no restaurante do hotel estava com um gosto estranho. Não conseguimos identificar o que estava errado, mas não nos agradou.;comida;-1;2;8
5901;O hotel não oferece serviço de lavanderia, o que foi um inconveniente para nós que estávamos viajando por um longo período.;lavanderia;-1;31;41
5902;O hotel não oferece serviço de lavanderia, o que foi um inconveniente para nós que estávamos viajando por um longo período.;inconveniente;-1;56;69
5903;O serviço de transporte oferecido pelo hotel estava sempre atrasado. Tivemos que esperar muito tempo para sermos levados aos lugares.;transporte;-1;13;23
5904;O hotel não oferece acesso para cadeirantes, o que é um problema para pessoas com mobilidade reduzida.;mobilidade;-1;82;92
5905;O quarto do hotel era pequeno e apertado, o que nos deixou desconfortáveis durante toda a estadia.;quarto;-1;2;8
5906;A piscina do hotel estava lotada durante todo o dia, o que dificultou nosso acesso e nos deixou desconfortáveis.;piscina;-1;2;9
5907;A piscina do hotel estava lotada durante todo o dia, o que dificultou nosso acesso e nos deixou desconfortáveis.;lotada;-1;26;32
5908;O hotel não oferece atividades de lazer para os hóspedes, o que tornou nossa estadia monótona e entediante.;lazer;-1;34;39
5909;O hotel não oferece estacionamento próprio, o que nos obrigou a procurar vagas na rua, o que foi muito inconveniente.;estacionamento;-1;20;34
5910;O ar condicionado do quarto estava fazendo barulhos estranhos durante a noite, o que nos atrapalhou muito para dormir.;ar condicionado;-1;2;17
5911;O ar condicionado do quarto estava fazendo barulhos estranhos durante a noite, o que nos atrapalhou muito para dormir.;barulho;-1;43;50
5912;O hotel não oferece café da manhã incluso na diária, o que achamos um ponto negativo, pois esperávamos uma experiência mais completa.;café da manhã;-1;20;33
5913;O hotel não oferece café da manhã incluso na diária, o que achamos um ponto negativo, pois esperávamos uma experiência mais completa.;experiência;-1;107;118
5914;O serviço de limpeza do hotel deixou a desejar. O banheiro não estava tão limpo quanto esperávamos.;limpeza;-1;13;20
5915;O serviço de limpeza do hotel deixou a desejar. O banheiro não estava tão limpo quanto esperávamos.;banheiro;-1;50;58
5916;A comida no restaurante do hotel estava fria e sem sabor. Definitivamente não correspondeu às nossas expectativas.;comida;-1;2;8
5917;A comida no restaurante do hotel estava fria e sem sabor. Definitivamente não correspondeu às nossas expectativas.;sabor;-1;51;56
